1107;91;Gesetz;Dafür/Dagegen;0;93;"17.01.2019 21:04:48",
1108;91;Gesetz;Verständlichkeit;0;93;"17.01.2019 21:04:48",
1109;91;Gesetz;Fairness;0;91;"17.01.2019 21:04:51",
111;81;Gesetz;Dafür/Dagegen;1;3;"05.12.2018 20:56:10",
1110;91;Gesetz;Dafür/Dagegen;0;91;"17.01.2019 21:04:52",
1111;91;Gesetz;Verständlichkeit;0;91;"17.01.2019 21:04:52",
1112;91;Gesetz;Fairness;0;90;"17.01.2019 21:04:57",
1113;91;Gesetz;Dafür/Dagegen;0;90;"17.01.2019 21:04:57",
1114;91;Gesetz;Verständlichkeit;0;90;"17.01.2019 21:04:58",
1115;91;Gesetz;Fairness;0;89;"17.01.2019 21:05:06",
1116;91;Gesetz;Dafür/Dagegen;0;89;"17.01.2019 21:05:06",
1117;91;Gesetz;Verständlichkeit;0;89;"17.01.2019 21:05:07",
112;81;Gesetz;Verständlichkeit;1;3;"05.12.2018 20:56:11",
1120;91;Gesetz;Fairness;-1;88;"17.01.2019 21:06:38",
1121;91;Gesetz;Dafür/Dagegen;1;88;"17.01.2019 21:06:39",
1122;91;Gesetz;Verständlichkeit;1;88;"17.01.2019 21:06:39",
1124;91;Gesetz;Fairness;0;87;"17.01.2019 21:07:05",
1125;91;Gesetz;Dafür/Dagegen;0;87;"17.01.2019 21:07:06",
1126;91;Gesetz;Verständlichkeit;0;87;"17.01.2019 21:07:06",
1127;91;Gesetz;Fairness;1;86;"17.01.2019 21:08:07",
1128;91;Gesetz;Dafür/Dagegen;1;86;"17.01.2019 21:08:07",
1129;91;Gesetz;Verständlichkeit;1;86;"17.01.2019 21:08:07",
113;81;Gesetz;Fairness;1;4;"05.12.2018 20:56:57",
1130;91;Gesetz;Fairness;0;85;"17.01.2019 21:08:10",
1131;91;Gesetz;Dafür/Dagegen;0;85;"17.01.2019 21:08:10",
1132;91;Gesetz;Verständlichkeit;0;85;"17.01.2019 21:08:11",
1133;91;Gesetz;Fairness;0;84;"17.01.2019 21:08:13",
1134;91;Gesetz;Dafür/Dagegen;0;84;"17.01.2019 21:08:14",
1135;91;Gesetz;Verständlichkeit;0;84;"17.01.2019 21:08:14",
1136;91;Gesetz;Fairness;0;83;"17.01.2019 21:08:46",
1137;91;Gesetz;Fairness;0;82;"17.01.2019 21:08:55",
1138;91;Gesetz;Dafür/Dagegen;0;82;"17.01.2019 21:08:55",
1139;91;Gesetz;Verständlichkeit;0;82;"17.01.2019 21:08:55",
114;81;Gesetz;Dafür/Dagegen;1;4;"05.12.2018 20:56:57",
1140;91;Gesetz;Fairness;0;81;"17.01.2019 21:09:01",
1141;91;Gesetz;Dafür/Dagegen;0;81;"17.01.2019 21:09:01",
1142;91;Gesetz;Verständlichkeit;0;81;"17.01.2019 21:09:02",
1143;91;Gesetz;Fairness;0;80;"17.01.2019 21:09:05",
1144;91;Gesetz;Dafür/Dagegen;0;80;"17.01.2019 21:09:05",
1145;91;Gesetz;Verständlichkeit;0;80;"17.01.2019 21:09:05",
1146;91;Gesetz;Fairness;1;79;"17.01.2019 21:10:14",
1147;91;Gesetz;Dafür/Dagegen;1;79;"17.01.2019 21:10:14",
1148;91;Gesetz;Verständlichkeit;1;79;"17.01.2019 21:10:14",
1149;91;Gesetz;Fairness;1;78;"17.01.2019 21:10:28",
115;81;Gesetz;Verständlichkeit;1;4;"05.12.2018 20:56:58",
1150;91;Gesetz;Dafür/Dagegen;1;78;"17.01.2019 21:10:28",
1151;91;Gesetz;Verständlichkeit;1;78;"17.01.2019 21:10:28",
1152;91;Gesetz;Fairness;1;77;"17.01.2019 21:11:36",
1153;91;Gesetz;Dafür/Dagegen;1;77;"17.01.2019 21:11:36",
1154;91;Gesetz;Verständlichkeit;1;77;"17.01.2019 21:11:37",
1155;91;Gesetz;Fairness;1;76;"17.01.2019 21:12:19",
1156;91;Gesetz;Dafür/Dagegen;1;76;"17.01.2019 21:12:20",
1157;91;Gesetz;Verständlichkeit;1;76;"17.01.2019 21:12:21",
1158;91;Gesetz;Fairness;0;75;"17.01.2019 21:12:24",
1159;91;Gesetz;Dafür/Dagegen;0;75;"17.01.2019 21:12:24",
116;81;Gesetz;Fairness;0;5;"05.12.2018 21:02:12",
1160;91;Gesetz;Verständlichkeit;0;75;"17.01.2019 21:12:24",
1161;91;Gesetz;Fairness;1;74;"17.01.2019 21:12:34",
1162;91;Gesetz;Verständlichkeit;1;74;"17.01.2019 21:12:34",
1163;91;Gesetz;Dafür/Dagegen;1;74;"17.01.2019 21:12:35",
1164;91;Gesetz;Fairness;0;73;"17.01.2019 21:12:39",
1165;91;Gesetz;Dafür/Dagegen;0;73;"17.01.2019 21:12:39",
1166;91;Gesetz;Verständlichkeit;0;73;"17.01.2019 21:12:39",
1167;91;Gesetz;Fairness;1;72;"17.01.2019 21:12:43",
1168;91;Gesetz;Dafür/Dagegen;1;72;"17.01.2019 21:12:43",
1169;91;Gesetz;Verständlichkeit;1;72;"17.01.2019 21:12:44",
117;81;Gesetz;Dafür/Dagegen;-1;5;"05.12.2018 21:02:24",
1170;91;Gesetz;Fairness;1;71;"17.01.2019 21:13:03",
1171;91;Gesetz;Verständlichkeit;1;71;"17.01.2019 21:13:03",
1172;91;Gesetz;Dafür/Dagegen;1;71;"17.01.2019 21:13:03",
1173;91;Gesetz;Fairness;0;70;"17.01.2019 21:13:17",
1174;91;Gesetz;Dafür/Dagegen;0;70;"17.01.2019 21:13:17",
1175;91;Gesetz;Verständlichkeit;0;70;"17.01.2019 21:13:17",
1176;91;Gesetz;Fairness;1;69;"17.01.2019 21:13:38",
1177;91;Gesetz;Dafür/Dagegen;-1;69;"17.01.2019 21:13:39",
1178;91;Gesetz;Verständlichkeit;-1;69;"17.01.2019 21:13:40",
1179;91;Gesetz;Dafür/Dagegen;1;68;"17.01.2019 21:13:49",
118;81;Gesetz;Verständlichkeit;-1;5;"05.12.2018 21:03:02",
1180;91;Gesetz;Fairness;1;68;"17.01.2019 21:13:49",
1181;91;Gesetz;Verständlichkeit;1;68;"17.01.2019 21:13:50",
1182;91;Gesetz;Fairness;1;67;"17.01.2019 21:13:53",
1183;91;Gesetz;Dafür/Dagegen;1;67;"17.01.2019 21:13:53",
1184;91;Gesetz;Verständlichkeit;1;67;"17.01.2019 21:13:54",
1185;91;Gesetz;Fairness;0;66;"17.01.2019 21:13:58",
1186;91;Gesetz;Dafür/Dagegen;0;66;"17.01.2019 21:13:58",
1187;91;Gesetz;Verständlichkeit;0;66;"17.01.2019 21:13:59",
1188;91;Gesetz;Fairness;1;65;"17.01.2019 21:14:12",
1189;91;Gesetz;Dafür/Dagegen;1;65;"17.01.2019 21:14:12",
119;81;Gesetz;Fairness;1;6;"05.12.2018 21:03:51",
1190;91;Gesetz;Verständlichkeit;1;65;"17.01.2019 21:14:12",
1191;91;Gesetz;Fairness;0;92;"17.01.2019 21:14:15",
1192;91;Gesetz;Dafür/Dagegen;0;92;"17.01.2019 21:14:15",
1193;91;Gesetz;Verständlichkeit;0;92;"17.01.2019 21:14:16",
1194;91;Gesetz;Fairness;1;63;"17.01.2019 21:14:25",
1195;91;Gesetz;Dafür/Dagegen;1;63;"17.01.2019 21:14:25",
1196;91;Gesetz;Verständlichkeit;1;63;"17.01.2019 21:14:25",
1197;91;Gesetz;Fairness;1;61;"17.01.2019 21:14:59",
1198;91;Gesetz;Dafür/Dagegen;1;61;"17.01.2019 21:15:00",
1199;91;Gesetz;Verständlichkeit;1;61;"17.01.2019 21:15:00",
12;38;Änderungsvorschlag;Verständlichkeit;0;1;"16.11.2018 13:03:51",
120;81;Gesetz;Dafür/Dagegen;1;6;"05.12.2018 21:03:52",
1200;91;Gesetz;Fairness;1;58;"17.01.2019 21:15:27",
1201;91;Gesetz;Dafür/Dagegen;1;58;"17.01.2019 21:15:27",
1202;91;Gesetz;Verständlichkeit;1;58;"17.01.2019 21:15:27",
1203;91;Gesetz;Fairness;1;56;"17.01.2019 21:15:35",
1204;91;Gesetz;Dafür/Dagegen;1;56;"17.01.2019 21:15:35",
1205;91;Gesetz;Verständlichkeit;1;56;"17.01.2019 21:15:36",
1206;91;Gesetz;Fairness;1;52;"17.01.2019 21:15:43",
1207;91;Gesetz;Dafür/Dagegen;1;52;"17.01.2019 21:15:43",
1208;91;Gesetz;Verständlichkeit;1;52;"17.01.2019 21:15:43",
1209;91;Gesetz;Fairness;1;49;"17.01.2019 21:17:29",
121;81;Gesetz;Verständlichkeit;1;6;"05.12.2018 21:03:53",
1210;91;Gesetz;Dafür/Dagegen;-1;49;"17.01.2019 21:17:30",
1211;91;Gesetz;Verständlichkeit;-1;49;"17.01.2019 21:17:30",
1212;91;Gesetz;Fairness;0;46;"17.01.2019 21:17:34",
1213;91;Gesetz;Dafür/Dagegen;0;46;"17.01.2019 21:17:35",
1214;91;Gesetz;Verständlichkeit;0;46;"17.01.2019 21:17:35",
1215;91;Gesetz;Fairness;1;43;"17.01.2019 21:17:45",
1216;91;Gesetz;Dafür/Dagegen;1;43;"17.01.2019 21:17:45",
1217;91;Gesetz;Verständlichkeit;1;43;"17.01.2019 21:17:45",
1218;91;Gesetz;Fairness;1;41;"17.01.2019 21:18:28",
1219;91;Gesetz;Dafür/Dagegen;1;41;"17.01.2019 21:18:29",
122;81;Gesetz;Fairness;1;7;"05.12.2018 21:06:11",
1220;91;Gesetz;Verständlichkeit;1;41;"17.01.2019 21:18:29",
1221;91;Gesetz;Fairness;1;40;"17.01.2019 21:19:57",
1222;91;Gesetz;Dafür/Dagegen;1;40;"17.01.2019 21:19:57",
1223;91;Gesetz;Verständlichkeit;1;40;"17.01.2019 21:19:58",
1224;91;Gesetz;Fairness;1;38;"17.01.2019 21:20:25",
1225;91;Gesetz;Dafür/Dagegen;1;38;"17.01.2019 21:20:26",
1226;91;Gesetz;Verständlichkeit;1;38;"17.01.2019 21:20:26",
1227;91;Gesetz;Fairness;0;35;"17.01.2019 21:20:27",
1228;91;Gesetz;Dafür/Dagegen;0;35;"17.01.2019 21:20:28",
1229;91;Gesetz;Verständlichkeit;0;35;"17.01.2019 21:20:28",
123;81;Gesetz;Dafür/Dagegen;-1;7;"05.12.2018 21:06:14",
1230;91;Gesetz;Fairness;1;32;"17.01.2019 21:20:38",
1231;91;Gesetz;Dafür/Dagegen;1;32;"17.01.2019 21:20:39",
1232;91;Gesetz;Verständlichkeit;1;32;"17.01.2019 21:20:39",
1233;91;Gesetz;Fairness;0;30;"17.01.2019 21:20:42",
1234;91;Gesetz;Dafür/Dagegen;0;30;"17.01.2019 21:20:42",
1235;91;Gesetz;Verständlichkeit;0;30;"17.01.2019 21:20:43",
1236;91;Gesetz;Fairness;0;27;"17.01.2019 21:20:45",
1237;91;Gesetz;Dafür/Dagegen;0;27;"17.01.2019 21:20:45",
1238;91;Gesetz;Verständlichkeit;0;27;"17.01.2019 21:20:46",
1239;91;Gesetz;Fairness;1;25;"17.01.2019 21:20:56",
124;81;Gesetz;Verständlichkeit;-1;7;"05.12.2018 21:06:15",
1240;91;Gesetz;Dafür/Dagegen;-1;25;"17.01.2019 21:20:57",
1241;91;Gesetz;Verständlichkeit;-1;25;"17.01.2019 21:20:57",
1242;91;Gesetz;Fairness;0;22;"17.01.2019 21:21:00",
1243;91;Gesetz;Dafür/Dagegen;0;22;"17.01.2019 21:21:00",
1244;91;Gesetz;Verständlichkeit;0;22;"17.01.2019 21:21:00",
1245;91;Gesetz;Fairness;1;21;"17.01.2019 21:21:05",
1246;91;Gesetz;Dafür/Dagegen;1;21;"17.01.2019 21:21:05",
1247;91;Gesetz;Verständlichkeit;1;21;"17.01.2019 21:21:05",
1248;91;Gesetz;Fairness;1;19;"17.01.2019 21:21:42",
1249;91;Gesetz;Dafür/Dagegen;1;19;"17.01.2019 21:21:42",
125;81;Gesetz;Fairness;1;8;"05.12.2018 21:10:58",
1250;91;Gesetz;Verständlichkeit;1;19;"17.01.2019 21:21:42",
1251;91;Gesetz;Dafür/Dagegen;0;144;"17.01.2019 21:22:08",
1252;91;Gesetz;Verständlichkeit;0;144;"17.01.2019 21:22:08",
1253;91;Gesetz;Fairness;0;144;"17.01.2019 21:22:08",
1254;91;Gesetz;Fairness;1;145;"17.01.2019 21:22:22",
1255;91;Gesetz;Dafür/Dagegen;1;145;"17.01.2019 21:22:23",
1256;91;Gesetz;Verständlichkeit;1;145;"17.01.2019 21:22:23",
1257;91;Gesetz;Fairness;1;146;"17.01.2019 21:22:38",
1258;91;Gesetz;Dafür/Dagegen;1;146;"17.01.2019 21:22:38",
1259;91;Gesetz;Verständlichkeit;1;146;"17.01.2019 21:22:38",
126;81;Gesetz;Dafür/Dagegen;1;8;"05.12.2018 21:10:58",
1260;91;Gesetz;Fairness;1;147;"17.01.2019 21:22:42",
1261;91;Gesetz;Dafür/Dagegen;1;147;"17.01.2019 21:22:42",
1262;91;Gesetz;Verständlichkeit;1;147;"17.01.2019 21:22:42",
1263;91;Gesetz;Fairness;1;148;"17.01.2019 21:22:49",
1264;91;Gesetz;Dafür/Dagegen;1;148;"17.01.2019 21:22:49",
1265;91;Gesetz;Verständlichkeit;1;148;"17.01.2019 21:22:49",
1266;91;Gesetz;Fairness;1;149;"17.01.2019 21:22:51",
1267;91;Gesetz;Dafür/Dagegen;1;149;"17.01.2019 21:22:51",
1268;91;Gesetz;Verständlichkeit;1;149;"17.01.2019 21:22:52",
1269;91;Gesetz;Fairness;1;150;"17.01.2019 21:22:55",
127;81;Gesetz;Verständlichkeit;1;8;"05.12.2018 21:10:59",
1270;91;Gesetz;Dafür/Dagegen;1;150;"17.01.2019 21:22:55",
1271;91;Gesetz;Verständlichkeit;1;150;"17.01.2019 21:22:56",
1272;91;Gesetz;Fairness;0;151;"17.01.2019 21:22:59",
1273;91;Gesetz;Dafür/Dagegen;0;151;"17.01.2019 21:23:01",
1274;91;Gesetz;Verständlichkeit;0;151;"17.01.2019 21:23:02",
1275;91;Gesetz;Fairness;0;152;"17.01.2019 21:23:07",
1276;91;Gesetz;Dafür/Dagegen;0;152;"17.01.2019 21:23:07",
1277;91;Gesetz;Verständlichkeit;0;152;"17.01.2019 21:23:07",
1278;91;Gesetz;Fairness;1;153;"17.01.2019 21:23:15",
1279;91;Gesetz;Dafür/Dagegen;1;153;"17.01.2019 21:23:15",
128;81;Gesetz;Fairness;0;9;"05.12.2018 21:11:51",
1280;91;Gesetz;Verständlichkeit;1;153;"17.01.2019 21:23:15",
1281;91;Gesetz;Fairness;1;154;"17.01.2019 21:23:18",
1282;91;Gesetz;Dafür/Dagegen;1;154;"17.01.2019 21:23:18",
1283;91;Gesetz;Verständlichkeit;1;154;"17.01.2019 21:23:19",
1284;91;Gesetz;Fairness;1;155;"17.01.2019 21:23:31",
1285;91;Gesetz;Dafür/Dagegen;1;155;"17.01.2019 21:23:31",
1286;91;Gesetz;Verständlichkeit;1;155;"17.01.2019 21:23:31",
1287;91;Gesetz;Fairness;1;156;"17.01.2019 21:26:15",
1288;91;Gesetz;Dafür/Dagegen;1;156;"17.01.2019 21:26:15",
1289;91;Gesetz;Verständlichkeit;1;156;"17.01.2019 21:26:16",
129;81;Gesetz;Dafür/Dagegen;1;9;"05.12.2018 21:11:52",
1290;91;Gesetz;Fairness;0;16;"17.01.2019 21:26:23",
1291;91;Gesetz;Dafür/Dagegen;0;16;"17.01.2019 21:26:23",
1292;91;Gesetz;Verständlichkeit;0;16;"17.01.2019 21:26:23",
1293;91;Gesetz;Fairness;0;11;"17.01.2019 21:26:43",
1294;91;Gesetz;Dafür/Dagegen;0;11;"17.01.2019 21:26:44",
1295;91;Gesetz;Verständlichkeit;0;11;"17.01.2019 21:26:44",
1296;96;Gesetz;Fairness;1;94;"18.01.2019 15:46:53",
1297;96;Gesetz;Dafür/Dagegen;1;94;"18.01.2019 15:46:55",
1298;96;Gesetz;Verständlichkeit;1;94;"18.01.2019 15:46:56",
13;59;Gesetz;Fairness;-1;31;"17.11.2018 16:36:45",
130;81;Gesetz;Verständlichkeit;1;9;"05.12.2018 21:11:53",
1301;96;Gesetz;Verständlichkeit;-1;51;"18.01.2019 15:58:46",
1302;96;Gesetz;Dafür/Dagegen;0;51;"18.01.2019 15:59:01",
1303;96;Gesetz;Fairness;1;51;"18.01.2019 15:59:01",
1304;96;Gesetz;Fairness;0;121;"18.01.2019 16:16:22",
1305;96;Gesetz;Dafür/Dagegen;1;121;"18.01.2019 16:16:25",
1306;96;Gesetz;Verständlichkeit;1;121;"18.01.2019 16:16:26",
1307;96;Gesetz;Fairness;0;81;"18.01.2019 16:39:38",
1308;96;Gesetz;Dafür/Dagegen;0;81;"18.01.2019 16:39:40",
131;81;Gesetz;Fairness;1;158;"05.12.2018 21:13:47",
1311;96;Gesetz;Verständlichkeit;0;81;"18.01.2019 16:39:50",
1312;96;Änderungsvorschlag;Fairness;1;28;"18.01.2019 16:54:12",
1313;96;Änderungsvorschlag;Dafür/Dagegen;-1;28;"18.01.2019 16:54:16",
1314;96;Änderungsvorschlag;Verständlichkeit;-1;28;"18.01.2019 16:54:16",
1315;93;Gesetz;Fairness;-1;68;"18.01.2019 17:41:13",
1316;93;Gesetz;Dafür/Dagegen;-1;68;"18.01.2019 17:41:14",
1317;93;Gesetz;Verständlichkeit;-1;68;"18.01.2019 17:41:16",
1318;93;Gesetz;Fairness;1;100;"19.01.2019 15:18:32",
1319;93;Gesetz;Dafür/Dagegen;0;100;"19.01.2019 15:18:33",
132;81;Gesetz;Dafür/Dagegen;1;158;"05.12.2018 21:13:48",
1320;93;Gesetz;Verständlichkeit;0;100;"19.01.2019 15:18:36",
1321;93;Gesetz;Fairness;1;96;"19.01.2019 15:24:28",
1322;93;Gesetz;Dafür/Dagegen;1;96;"19.01.2019 15:24:29",
1323;93;Gesetz;Verständlichkeit;1;96;"19.01.2019 15:24:30",
1325;90;Gesetz;Dafür/Dagegen;-1;164;"23.01.2019 14:27:52",
1326;90;Gesetz;Fairness;0;164;"23.01.2019 14:27:54",
1327;90;Gesetz;Verständlichkeit;-1;164;"23.01.2019 14:27:55",
1328;90;Gesetz;Fairness;1;143;"23.01.2019 14:29:09",
1329;90;Gesetz;Verständlichkeit;0;143;"23.01.2019 14:29:15",
1330;90;Gesetz;Dafür/Dagegen;0;143;"23.01.2019 14:29:16",
1331;88;Gesetz;Fairness;1;1;"24.01.2019 10:37:26",
1332;88;Gesetz;Dafür/Dagegen;1;1;"24.01.2019 10:37:28",
1333;88;Gesetz;Verständlichkeit;1;1;"24.01.2019 10:37:29",
1334;88;Gesetz;Fairness;1;2;"24.01.2019 10:38:18",
1335;88;Gesetz;Dafür/Dagegen;1;2;"24.01.2019 10:38:20",
1336;88;Gesetz;Verständlichkeit;1;2;"24.01.2019 10:38:21",
1337;88;Gesetz;Fairness;1;3;"24.01.2019 10:43:08",
1338;88;Gesetz;Dafür/Dagegen;1;3;"24.01.2019 10:43:08",
1339;88;Gesetz;Verständlichkeit;1;3;"24.01.2019 10:43:14",
